 #     R_sun        mass_sun           L_sun            logR            logT            logP          logRho          Csound              dm           nu_pp          nu_pep          nu_hep          nu_7Be           nu_8B          nu_13N          nu_15O          nu_17F          log_ne              H1             He4             He3             C12             C13             N14             N15             O16             O17             O18              Ne              Na              Mg              Al              Si               P               S              Cl              Ar               K              Ca              Sc              Ti               V              Cr              Mn              Fe              Co              Ni
   9.050e-02     5.86948e-02     3.67720e-01     9.79925e+00     7.12824e+00     1.71621e+01     1.97086e+00     5.08677e+07     8.19358e-04      7.90493e+00      9.11260e+00      5.67440e+00      8.60100e+00      3.68080e+00      3.76387e+00      5.06578e+00      4.40372e+00     1.85013e+00     5.16167e-01     4.64249e-01     3.66819e-05     8.51256e-06     2.38871e-06     5.32737e-03     1.16320e-07     7.79586e-03     2.40804e-05     1.88489e-05     2.36954e-03     4.08467e-05     7.66923e-04     6.77165e-05     8.67181e-04     7.77353e-06     4.32172e-04     5.74481e-06     1.02750e-04     4.37642e-06     6.95878e-05     4.59637e-08     3.62800e-06     4.33209e-07     2.11635e-05     1.54698e-05     1.50379e-03     4.07361e-06     8.67386e-05
   9.100e-02     5.95134e-02     3.71672e-01     9.80164e+00     7.12762e+00     1.71602e+01     1.96908e+00     5.08601e+07     8.25056e-04      7.91996e+00      9.10384e+00      5.70841e+00      8.49404e+00      3.56865e+00      3.67421e+00      4.94527e+00      4.28708e+00     1.84872e+00     5.17444e-01     4.62974e-01     3.71231e-05     8.48617e-06     2.38140e-06     5.32680e-03     1.16338e-07     7.79549e-03     2.34030e-05     1.88464e-05     2.36924e-03     4.08415e-05     7.66826e-04     6.77079e-05     8.67071e-04     7.77254e-06     4.32117e-04     5.74409e-06     1.02737e-04     4.37587e-06     6.95790e-05     4.59579e-08     3.62754e-06     4.33154e-07     2.11609e-05     1.54678e-05     1.50359e-03     4.07310e-06     8.67276e-05
   9.150e-02     6.03378e-02     3.75628e-01     9.80402e+00     7.12700e+00     1.71582e+01     1.96730e+00     5.08523e+07     8.30720e-04      7.93393e+00      9.09380e+00      5.74185e+00      8.38699e+00      3.45904e+00      3.58595e+00      4.82663e+00      4.17258e+00     1.84730e+00     5.18718e-01     4.61702e-01     3.75698e-05     8.45985e-06     2.37411e-06     5.32628e-03     1.16356e-07     7.79516e-03     2.27450e-05     1.88439e-05     2.36895e-03     4.08365e-05     7.66733e-04     6.76997e-05     8.66966e-04     7.77160e-06     4.32064e-04     5.74339e-06     1.02724e-04     4.37533e-06     6.95706e-05     4.59523e-08     3.62710e-06     4.33101e-07     2.11583e-05     1.54659e-05     1.50340e-03     4.07260e-06     8.67171e-05
   9.200e-02     6.11679e-02     3.79586e-01     9.80639e+00     7.12638e+00     1.71563e+01     1.96551e+00     5.08443e+07     8.36368e-04      7.94701e+00      9.08263e+00      5.77483e+00      8.28006e+00      3.35206e+00      3.49917e+00      4.70996e+00      4.06035e+00     1.84587e+00     5.19989e-01     4.60432e-01     3.80223e-05     8.43384e-06     2.36690e-06     5.32594e-03     1.16378e-07     7.79507e-03     2.21070e-05     1.88421e-05     2.36875e-03     4.08330e-05     7.66667e-04     6.76938e-05     8.66891e-04     7.77093e-06     4.32027e-04     5.74289e-06     1.02715e-04     4.37496e-06     6.95645e-05     4.59484e-08     3.62679e-06     4.33064e-07     2.11565e-05     1.54646e-05     1.50327e-03     4.07225e-06     8.67096e-05
   9.250e-02     6.20035e-02     3.83545e-01     9.80874e+00     7.12576e+00     1.71544e+01     1.96372e+00     5.08360e+07     8.42023e-04      7.95942e+00      9.07062e+00      5.80751e+00      8.17353e+00      3.24778e+00      3.41398e+00      4.59544e+00      3.95052e+00     1.84445e+00     5.21257e-01     4.59166e-01     3.84804e-05     8.40771e-06     2.35966e-06     5.32555e-03     1.16399e-07     7.79491e-03     2.14877e-05     1.88402e-05     2.36852e-03     4.08291e-05     7.66594e-04     6.76874e-05     8.66808e-04     7.77019e-06     4.31986e-04     5.74234e-06     1.02706e-04     4.37454e-06     6.95579e-05     4.59440e-08     3.62644e-06     4.33022e-07     2.11544e-05     1.54631e-05     1.50312e-03     4.07186e-06     8.67013e-05
   9.300e-02     6.28448e-02     3.87506e-01     9.81109e+00     7.12514e+00     1.71524e+01     1.96193e+00     5.08276e+07     8.47652e-04      7.97088e+00      9.05750e+00      5.83967e+00      8.06713e+00      3.14600e+00      3.33023e+00      4.48285e+00      3.84289e+00     1.84302e+00     5.22522e-01     4.57903e-01     3.89445e-05     8.38122e-06     2.35233e-06     5.32495e-03     1.16416e-07     7.79439e-03     2.08853e-05     1.88375e-05     2.36819e-03     4.08235e-05     7.66489e-04     6.76780e-05     8.66688e-04     7.76911e-06     4.31926e-04     5.74155e-06     1.02691e-04     4.37393e-06     6.95483e-05     4.59376e-08     3.62594e-06     4.32963e-07     2.11515e-05     1.54610e-05     1.50290e-03     4.07130e-06     8.66893e-05
   9.350e-02     6.36917e-02     3.91466e-01     9.81342e+00     7.12451e+00     1.71505e+01     1.96013e+00     5.08190e+07     8.53248e-04      7.98129e+00      9.04313e+00      5.87125e+00      7.96083e+00      3.04670e+00      3.24790e+00      4.37216e+00      3.73740e+00     1.84158e+00     5.23784e-01     4.56643e-01     3.94144e-05     8.35484e-06     2.34503e-06     5.32443e-03     1.16434e-07     7.79398e-03     2.03013e-05     1.88351e-05     2.36791e-03     4.08186e-05     7.66396e-04     6.76699e-05     8.66584e-04     7.76818e-06     4.31874e-04     5.74086e-06     1.02679e-04     4.37341e-06     6.95399e-05     4.59321e-08     3.62551e-06     4.32911e-07     2.11490e-05     1.54591e-05     1.50272e-03     4.07081e-06     8.66789e-05
   9.400e-02     6.45441e-02     3.95427e-01     9.81573e+00     7.12388e+00     1.71486e+01     1.95833e+00     5.08101e+07     8.58822e-04      7.99077e+00      9.02764e+00      5.90232e+00      7.85480e+00      2.94989e+00      3.16703e+00      4.26344e+00      3.63412e+00     1.84014e+00     5.25043e-01     4.55385e-01     3.98902e-05     8.32873e-06     2.33779e-06     5.32405e-03     1.16455e-07     7.79376e-03     1.97352e-05     1.88331e-05     2.36768e-03     4.08147e-05     7.66324e-04     6.76636e-05     8.66503e-04     7.76745e-06     4.31834e-04     5.74032e-06     1.02669e-04     4.37300e-06     6.95334e-05     4.59278e-08     3.62517e-06     4.32870e-07     2.11470e-05     1.54577e-05     1.50257e-03     4.07043e-06     8.66708e-05
   9.450e-02     6.54021e-02     3.99389e-01     9.81803e+00     7.12325e+00     1.71466e+01     1.95654e+00     5.08010e+07     8.64390e-04      7.99951e+00      9.01125e+00      5.93298e+00      7.74919e+00      2.85558e+00      3.08767e+00      4.15675e+00      3.53308e+00     1.83871e+00     5.26298e-01     4.54132e-01     4.03721e-05     8.30251e-06     2.33051e-06     5.32357e-03     1.16475e-07     7.79339e-03     1.91852e-05     1.88309e-05     2.36741e-03     4.08101e-05     7.66237e-04     6.76559e-05     8.66405e-04     7.76658e-06     4.31785e-04     5.73968e-06     1.02658e-04     4.37251e-06     6.95256e-05     4.59226e-08     3.62476e-06     4.32821e-07     2.11446e-05     1.54560e-05     1.50240e-03     4.06997e-06     8.66610e-05
   9.500e-02     6.62656e-02     4.03350e-01     9.82032e+00     7.12262e+00     1.71446e+01     1.95474e+00     5.07918e+07     8.69953e-04      8.00748e+00      8.99403e+00      5.96324e+00      7.64405e+00      2.76375e+00      3.00982e+00      4.05209e+00      3.43427e+00     1.83726e+00     5.27550e-01     4.52882e-01     4.08601e-05     8.27594e-06     2.32315e-06     5.32293e-03     1.16491e-07     7.79277e-03     1.86511e-05     1.88281e-05     2.36708e-03     4.08043e-05     7.66129e-04     6.76463e-05     8.66282e-04     7.76547e-06     4.31724e-04     5.73886e-06     1.02643e-04     4.37188e-06     6.95157e-05     4.59161e-08     3.62424e-06     4.32760e-07     2.11416e-05     1.54538e-05     1.50218e-03     4.06939e-06     8.66487e-05
   9.550e-02     6.71346e-02     4.07310e-01     9.82261e+00     7.12199e+00     1.71427e+01     1.95293e+00     5.07824e+07     8.75500e-04      8.01461e+00      8.97575e+00      5.99303e+00      7.53930e+00      2.67432e+00      2.93343e+00      3.94939e+00      3.33764e+00     1.83581e+00     5.28798e-01     4.51635e-01     4.13543e-05     8.24974e-06     2.31588e-06     5.32250e-03     1.16512e-07     7.79245e-03     1.81339e-05     1.88260e-05     2.36684e-03     4.08002e-05     7.66051e-04     6.76395e-05     8.66195e-04     7.76469e-06     4.31680e-04     5.73828e-06     1.02633e-04     4.37144e-06     6.95087e-05     4.59115e-08     3.62388e-06     4.32716e-07     2.11395e-05     1.54522e-05     1.50202e-03     4.06898e-06     8.66399e-05
   9.600e-02     6.80093e-02     4.11270e-01     9.82488e+00     7.12136e+00     1.71408e+01     1.95112e+00     5.07727e+07     8.81027e-04      8.02085e+00      8.95643e+00      6.02232e+00      7.43497e+00      2.58724e+00      2.85847e+00      3.84862e+00      3.24312e+00     1.83435e+00     5.30043e-01     4.50392e-01     4.18549e-05     8.22342e-06     2.30858e-06     5.32201e-03     1.16531e-07     7.79204e-03     1.76322e-05     1.88238e-05     2.36657e-03     4.07957e-05     7.65966e-04     6.76320e-05     8.66098e-04     7.76382e-06     4.31632e-04     5.73764e-06     1.02621e-04     4.37096e-06     6.95009e-05     4.59064e-08     3.62347e-06     4.32668e-07     2.11371e-05     1.54505e-05     1.50185e-03     4.06853e-06     8.66303e-05
   9.650e-02     6.88893e-02     4.15227e-01     9.82713e+00     7.12072e+00     1.71387e+01     1.94931e+00     5.07628e+07     8.86516e-04      8.02603e+00      8.93601e+00      6.05096e+00      7.33095e+00      2.50240e+00      2.78491e+00      3.74972e+00      3.15062e+00     1.83290e+00     5.31286e-01     4.49152e-01     4.23617e-05     8.19661e-06     2.30116e-06     5.32125e-03     1.16544e-07     7.79121e-03     1.71447e-05     1.88206e-05     2.36619e-03     4.07890e-05     7.65840e-04     6.76210e-05     8.65958e-04     7.76256e-06     4.31562e-04     5.73671e-06     1.02605e-04     4.37025e-06     6.94896e-05     4.58989e-08     3.62288e-06     4.32598e-07     2.11337e-05     1.54480e-05     1.50161e-03     4.06786e-06     8.66162e-05
   9.700e-02     6.97748e-02     4.19183e-01     9.82937e+00     7.12008e+00     1.71368e+01     1.94750e+00     5.07528e+07     8.91977e-04      8.03030e+00      8.91453e+00      6.07904e+00      7.22733e+00      2.41984e+00      2.71275e+00      3.65271e+00      3.06023e+00     1.83144e+00     5.32524e-01     4.47916e-01     4.28748e-05     8.17038e-06     2.29388e-06     5.32079e-03     1.16565e-07     7.79081e-03     1.66730e-05     1.88184e-05     2.36593e-03     4.07847e-05     7.65759e-04     6.76138e-05     8.65866e-04     7.76174e-06     4.31516e-04     5.73610e-06     1.02594e-04     4.36978e-06     6.94823e-05     4.58940e-08     3.62250e-06     4.32552e-07     2.11314e-05     1.54463e-05     1.50145e-03     4.06743e-06     8.66071e-05
   9.750e-02     7.06658e-02     4.23137e-01     9.83160e+00     7.11944e+00     1.71348e+01     1.94569e+00     5.07425e+07     8.97462e-04      8.03411e+00      8.89250e+00      6.10692e+00      7.12456e+00      2.33963e+00      2.64214e+00      3.55778e+00      2.97202e+00     1.82998e+00     5.33757e-01     4.46683e-01     4.33946e-05     8.14443e-06     2.28667e-06     5.32051e-03     1.16589e-07     7.79068e-03     1.62163e-05     1.88170e-05     2.36577e-03     4.07819e-05     7.65707e-04     6.76091e-05     8.65806e-04     7.76120e-06     4.31486e-04     5.73570e-06     1.02587e-04     4.36948e-06     6.94775e-05     4.58909e-08     3.62225e-06     4.32522e-07     2.11300e-05     1.54453e-05     1.50133e-03     4.06715e-06     8.66011e-05
   9.800e-02     7.15621e-02     4.27087e-01     9.83382e+00     7.11880e+00     1.71327e+01     1.94388e+00     5.07320e+07     9.02902e-04      8.03681e+00      8.86925e+00      6.13410e+00      7.02214e+00      2.26157e+00      2.57287e+00      3.46466e+00      2.88578e+00     1.82851e+00     5.34987e-01     4.45454e-01     4.39209e-05     8.11830e-06     2.27941e-06     5.32012e-03     1.16610e-07     7.79036e-03     1.57727e-05     1.88150e-05     2.36554e-03     4.07781e-05     7.65636e-04     6.76028e-05     8.65725e-04     7.76048e-06     4.31446e-04     5.73517e-06     1.02577e-04     4.36907e-06     6.94710e-05     4.58866e-08     3.62191e-06     4.32481e-07     2.11280e-05     1.54438e-05     1.50118e-03     4.06677e-06     8.65930e-05
   9.850e-02     7.24639e-02     4.31035e-01     9.83604e+00     7.11816e+00     1.71308e+01     1.94205e+00     5.07213e+07     9.08345e-04      8.03888e+00      8.84530e+00      6.16091e+00      6.92046e+00      2.18571e+00      2.50506e+00      3.37349e+00      2.80162e+00     1.82704e+00     5.36215e-01     4.44229e-01     4.44538e-05     8.09150e-06     2.27200e-06     5.31935e-03     1.16624e-07     7.78948e-03     1.53422e-05     1.88118e-05     2.36516e-03     4.07714e-05     7.65510e-04     6.75917e-05     8.65583e-04     7.75921e-06     4.31375e-04     5.73423e-06     1.02560e-04     4.36836e-06     6.94596e-05     4.58791e-08     3.62132e-06     4.32411e-07     2.11246e-05     1.54413e-05     1.50094e-03     4.06611e-06     8.65788e-05
   9.900e-02     7.33711e-02     4.34979e-01     9.83824e+00     7.11752e+00     1.71288e+01     1.94023e+00     5.07104e+07     9.13740e-04      8.03987e+00      8.82018e+00      6.18702e+00      6.81917e+00      2.11192e+00      2.43857e+00      3.28409e+00      2.71935e+00     1.82556e+00     5.37438e-01     4.43008e-01     4.49935e-05     8.06513e-06     2.26468e-06     5.31884e-03     1.16643e-07     7.78895e-03     1.49255e-05     1.88094e-05     2.36488e-03     4.07667e-05     7.65420e-04     6.75839e-05     8.65483e-04     7.75831e-06     4.31326e-04     5.73357e-06     1.02549e-04     4.36785e-06     6.94516e-05     4.58738e-08     3.62090e-06     4.32361e-07     2.11221e-05     1.54395e-05     1.50077e-03     4.06564e-06     8.65688e-05
   9.950e-02     7.42839e-02     4.38921e-01     9.84042e+00     7.11688e+00     1.71267e+01     1.93842e+00     5.06992e+07     9.19121e-04      8.04005e+00      8.79421e+00      6.21266e+00      6.71851e+00      2.04022e+00      2.37344e+00      3.19654e+00      2.63904e+00     1.82409e+00     5.38657e-01     4.41790e-01     4.55402e-05     8.03892e-06     2.25740e-06     5.31842e-03     1.16665e-07     7.78853e-03     1.45216e-05     1.88074e-05     2.36464e-03     4.07626e-05     7.65344e-04     6.75772e-05     8.65397e-04     7.75754e-06     4.31283e-04     5.73300e-06     1.02538e-04     4.36742e-06     6.94447e-05     4.58692e-08     3.62054e-06     4.32318e-07     2.11200e-05     1.54380e-05     1.50061e-03     4.06523e-06     8.65602e-05
   1.000e-01     7.52022e-02     4.42860e-01     9.84261e+00     7.11623e+00     1.71248e+01     1.93659e+00     5.06879e+07     9.24526e-04      8.03977e+00      8.76774e+00      6.23806e+00      6.61878e+00      1.97063e+00      2.30978e+00      3.11095e+00      2.56076e+00     1.82261e+00     5.39873e-01     4.40577e-01     4.60938e-05     8.01233e-06     2.25002e-06     5.31775e-03     1.16680e-07     7.78774e-03     1.41298e-05     1.88045e-05     2.36429e-03     4.07566e-05     7.65231e-04     6.75672e-05     8.65269e-04     7.75639e-06     4.31219e-04     5.73215e-06     1.02523e-04     4.36677e-06     6.94344e-05     4.58624e-08     3.62001e-06     4.32254e-07     2.11169e-05     1.54357e-05     1.50038e-03     4.06463e-06     8.65474e-05
   1.005e-01     7.61249e-02     4.46790e-01     9.84477e+00     7.11558e+00     1.71228e+01     1.93477e+00     5.06764e+07     9.29870e-04      8.03836e+00      8.74012e+00      6.26267e+00      6.51957e+00      1.90305e+00      2.24745e+00      3.02715e+00      2.48438e+00     1.82113e+00     5.41083e-01     4.39368e-01     4.66539e-05     7.98611e-06     2.24273e-06     5.31728e-03     1.16700e-07     7.78724e-03     1.37509e-05     1.88023e-05     2.36403e-03     4.07522e-05     7.65148e-04     6.75599e-05     8.65175e-04     7.75555e-06     4.31172e-04     5.73153e-06     1.02512e-04     4.36630e-06     6.94269e-05     4.58574e-08     3.61961e-06     4.32207e-07     2.11146e-05     1.54340e-05     1.50021e-03     4.06419e-06     8.65380e-05
   1.010e-01     7.70526e-02     4.50714e-01     9.84692e+00     7.11493e+00     1.71207e+01     1.93295e+00     5.06647e+07     9.35182e-04      8.03606e+00      8.71154e+00      6.28668e+00      6.42099e+00      1.83743e+00      2.18645e+00      2.94514e+00      2.40987e+00     1.81964e+00     5.42288e-01     4.38164e-01     4.72209e-05     7.96001e-06     2.23549e-06     5.31690e-03     1.16722e-07     7.78684e-03     1.33842e-05     1.88004e-05     2.36380e-03     4.07484e-05     7.65076e-04     6.75536e-05     8.65094e-04     7.75482e-06     4.31132e-04     5.73099e-06     1.02503e-04     4.36589e-06     6.94204e-05     4.58532e-08     3.61927e-06     4.32166e-07     2.11126e-05     1.54326e-05     1.50007e-03     4.06381e-06     8.65299e-05
   1.015e-01     7.79865e-02     4.54638e-01     9.84906e+00     7.11428e+00     1.71187e+01     1.93112e+00     5.06529e+07     9.40514e-04      8.03326e+00      8.68243e+00      6.31042e+00      6.32328e+00      1.77374e+00      2.12679e+00      2.86493e+00      2.33722e+00     1.81816e+00     5.43492e-01     4.36962e-01     4.77957e-05     7.93357e-06     2.22816e-06     5.31635e-03     1.16741e-07     7.78617e-03     1.30286e-05     1.87979e-05     2.36351e-03     4.07433e-05     7.64980e-04     6.75451e-05     8.64986e-04     7.75385e-06     4.31078e-04     5.73027e-06     1.02490e-04     4.36534e-06     6.94117e-05     4.58474e-08     3.61882e-06     4.32112e-07     2.11100e-05     1.54306e-05     1.49988e-03     4.06330e-06     8.65191e-05
   1.020e-01     7.89266e-02     4.58559e-01     9.85121e+00     7.11363e+00     1.71166e+01     1.92929e+00     5.06407e+07     9.45826e-04      8.02959e+00      8.65243e+00      6.33360e+00      6.22617e+00      1.71187e+00      2.06836e+00      2.78638e+00      2.26630e+00     1.81666e+00     5.44692e-01     4.35763e-01     4.83782e-05     7.90729e-06     2.22086e-06     5.31589e-03     1.16762e-07     7.78563e-03     1.26840e-05     1.87957e-05     2.36325e-03     4.07388e-05     7.64896e-04     6.75377e-05     8.64891e-04     7.75300e-06     4.31031e-04     5.72965e-06     1.02478e-04     4.36487e-06     6.94041e-05     4.58424e-08     3.61842e-06     4.32065e-07     2.11077e-05     1.54289e-05     1.49971e-03     4.06286e-06     8.65096e-05
